id,start_node_id,end_node_id,relationship_type,tree,remove,S_NAME,E_NAME,type,flag,true_id,concat,type
11031,266618,234409,SAMPLES,funky drummer 1,,The Boomin’ System (Underground Mix),Funky Drummer,,,11031-funky drummer 1,266618-234409funky drummer 1,
11032,318124,234409,SAMPLES,funky drummer 1,,Panagiotis Cover,Funky Drummer,,,11032-funky drummer 1,318124-234409funky drummer 1,
11033,318125,234409,SAMPLES,funky drummer 1,,Wouldn’t Change a Thing,Funky Drummer,,,11033-funky drummer 1,318125-234409funky drummer 1,
11034,318126,234409,SAMPLES,funky drummer 1,,I’m Hopeless,Funky Drummer,,,11034-funky drummer 1,318126-234409funky drummer 1,
11035,270357,234409,SAMPLES,funky drummer 1,,Soul Flower,Funky Drummer,,,11035-funky drummer 1,270357-234409funky drummer 1,
11036,293578,234409,SAMPLES,funky drummer 1,,If You Don’t Know,Funky Drummer,,,11036-funky drummer 1,293578-234409funky drummer 1,
11037,318127,234409,SAMPLES,funky drummer 1,,Death of Destruction,Funky Drummer,,,11037-funky drummer 1,318127-234409funky drummer 1,
11038,318128,234409,SAMPLES,funky drummer 1,,Better Text Back,Funky Drummer,,,11038-funky drummer 1,318128-234409funky drummer 1,
11039,263323,234409,SAMPLES,funky drummer 1,,Rub You The Right Way (Straight Remix),Funky Drummer,,,11039-funky drummer 1,263323-234409funky drummer 1,
11040,263324,234409,SAMPLES,funky drummer 1,,Rub You The Right Way (Extended Hype I),Funky Drummer,,,11040-funky drummer 1,263324-234409funky drummer 1,
11041,294895,234409,SAMPLES,funky drummer 1,,Low Down Nigga,Funky Drummer,,,11041-funky drummer 1,294895-234409funky drummer 1,
11042,318129,234409,SAMPLES,funky drummer 1,,Say New York City,Funky Drummer,,,11042-funky drummer 1,318129-234409funky drummer 1,
11043,255751,234409,SAMPLES,funky drummer 1,,I’m Back,Funky Drummer,,,11043-funky drummer 1,255751-234409funky drummer 1,
11044,318130,234409,SAMPLES,funky drummer 1,,I’ll Give You Everything,Funky Drummer,,,11044-funky drummer 1,318130-234409funky drummer 1,
11045,318131,234409,SAMPLES,funky drummer 1,,Gotta Get Some P...y Quick,Funky Drummer,,,11045-funky drummer 1,318131-234409funky drummer 1,
11046,271409,234409,SAMPLES,funky drummer 1,,1990,Funky Drummer,,,11046-funky drummer 1,271409-234409funky drummer 1,
11047,289652,234409,SAMPLES,funky drummer 1,,We Can’t Be Stopped,Funky Drummer,,,11047-funky drummer 1,289652-234409funky drummer 1,
11048,318132,234409,SAMPLES,funky drummer 1,,Let The Rhythm Run (Remix),Funky Drummer,,,11048-funky drummer 1,318132-234409funky drummer 1,
11049,318133,234409,SAMPLES,funky drummer 1,,TESTE,Funky Drummer,,,11049-funky drummer 1,318133-234409funky drummer 1,
11050,248758,234409,SAMPLES,funky drummer 1,,Jack the Ripper,Funky Drummer,,,11050-funky drummer 1,248758-234409funky drummer 1,
11051,318134,234409,SAMPLES,funky drummer 1,,Keep Your Distance,Funky Drummer,,,11051-funky drummer 1,318134-234409funky drummer 1,
11052,241636,234409,SAMPLES,funky drummer 1,,Guitar Playin’,Funky Drummer,,,11052-funky drummer 1,241636-234409funky drummer 1,
11053,265820,234409,SAMPLES,funky drummer 1,,Butcher Shop,Funky Drummer,,,11053-funky drummer 1,265820-234409funky drummer 1,
11054,249326,234409,SAMPLES,funky drummer 1,,Mama Said Knock You Out (Original Recipe - Short),Funky Drummer,,,11054-funky drummer 1,249326-234409funky drummer 1,
11055,249327,234409,SAMPLES,funky drummer 1,,Mama Said Knock You Out (Original Recipe - Long),Funky Drummer,,,11055-funky drummer 1,249327-234409funky drummer 1,
11056,249325,234409,SAMPLES,funky drummer 1,,Mama Said Knock You Out (For Steering Pleasure),Funky Drummer,,,11056-funky drummer 1,249325-234409funky drummer 1,
11057,249320,234409,SAMPLES,funky drummer 1,,Mama Said Knock You Out (7 A.M. Mix),Funky Drummer,,,11057-funky drummer 1,249320-234409funky drummer 1,
11058,249324,234409,SAMPLES,funky drummer 1,,Mama Said Knock You Out (Bonus Beats),Funky Drummer,,,11058-funky drummer 1,249324-234409funky drummer 1,
11059,249321,234409,SAMPLES,funky drummer 1,,Mama Said Knock You Out (12' Remix),Funky Drummer,,,11059-funky drummer 1,249321-234409funky drummer 1,
11060,249322,234409,SAMPLES,funky drummer 1,,Mama Said Knock You Out (Hot Mix - Short),Funky Drummer,,,11060-funky drummer 1,249322-234409funky drummer 1,
11061,249323,234409,SAMPLES,funky drummer 1,,Mama Said Knock You Out (Hot Mix - Long),Funky Drummer,,,11061-funky drummer 1,249323-234409funky drummer 1,
11062,249319,234409,SAMPLES,funky drummer 1,,Mama Said Knock You Out (Sam Wilkes Remix),Funky Drummer,,,11062-funky drummer 1,249319-234409funky drummer 1,
11063,318135,234409,SAMPLES,funky drummer 1,,Nachtflug,Funky Drummer,,,11063-funky drummer 1,318135-234409funky drummer 1,
11064,318136,234409,SAMPLES,funky drummer 1,,Warum? (Out of Space Mix),Funky Drummer,,,11064-funky drummer 1,318136-234409funky drummer 1,
11065,318137,234409,SAMPLES,funky drummer 1,,Stylin’,Funky Drummer,,,11065-funky drummer 1,318137-234409funky drummer 1,
11066,318138,234409,SAMPLES,funky drummer 1,,Funana,Funky Drummer,,,11066-funky drummer 1,318138-234409funky drummer 1,
11067,318139,234409,SAMPLES,funky drummer 1,,I Get My Roll On,Funky Drummer,,,11067-funky drummer 1,318139-234409funky drummer 1,
11068,286596,234409,SAMPLES,funky drummer 1,,Born Into the 90's,Funky Drummer,,,11068-funky drummer 1,286596-234409funky drummer 1,
11069,315547,234409,SAMPLES,funky drummer 1,,Someday (Pianoapercaloopapella),Funky Drummer,,,11069-funky drummer 1,315547-234409funky drummer 1,
11070,315550,234409,SAMPLES,funky drummer 1,,Someday (New Jack Dub Version),Funky Drummer,,,11070-funky drummer 1,315550-234409funky drummer 1,
11071,315553,234409,SAMPLES,funky drummer 1,,Someday (New 12' Jackswing),Funky Drummer,,,11071-funky drummer 1,315553-234409funky drummer 1,
11072,315551,234409,SAMPLES,funky drummer 1,,Someday (New Jack Bonus Beats),Funky Drummer,,,11072-funky drummer 1,315551-234409funky drummer 1,
11073,315552,234409,SAMPLES,funky drummer 1,,Someday (7' Jack Swing Mix),Funky Drummer,,,11073-funky drummer 1,315552-234409funky drummer 1,
11074,255197,234409,SAMPLES,funky drummer 1,,Death To The KKK,Funky Drummer,,,11074-funky drummer 1,255197-234409funky drummer 1,
11075,318140,234409,SAMPLES,funky drummer 1,,Humanarchy,Funky Drummer,,,11075-funky drummer 1,318140-234409funky drummer 1,
11076,253617,234409,SAMPLES,funky drummer 1,,More Bounce,Funky Drummer,,,11076-funky drummer 1,253617-234409funky drummer 1,
11077,318141,234409,SAMPLES,funky drummer 1,,You Got Larceny,Funky Drummer,,,11077-funky drummer 1,318141-234409funky drummer 1,
11078,250190,234409,SAMPLES,funky drummer 1,,Ain’t Nobody Better,Funky Drummer,,,11078-funky drummer 1,250190-234409funky drummer 1,
11079,318142,234409,SAMPLES,funky drummer 1,,She Looks All Types A’ Good,Funky Drummer,,,11079-funky drummer 1,318142-234409funky drummer 1,
11080,318143,234409,SAMPLES,funky drummer 1,,Touch of My Hand,Funky Drummer,,,11080-funky drummer 1,318143-234409funky drummer 1,
11081,272012,234409,SAMPLES,funky drummer 1,,Funhouse,Funky Drummer,,,11081-funky drummer 1,272012-234409funky drummer 1,
11082,318144,234409,SAMPLES,funky drummer 1,,West Side Story,Funky Drummer,,,11082-funky drummer 1,318144-234409funky drummer 1,
11083,318145,234409,SAMPLES,funky drummer 1,,Cat Got Ya Tongue,Funky Drummer,,,11083-funky drummer 1,318145-234409funky drummer 1,
11084,318146,234409,SAMPLES,funky drummer 1,,Мультики (Cartoons),Funky Drummer,,,11084-funky drummer 1,318146-234409funky drummer 1,
11085,255817,234409,SAMPLES,funky drummer 1,,Hey Little Niger Boy,Funky Drummer,,,11085-funky drummer 1,255817-234409funky drummer 1,
11086,318147,234409,SAMPLES,funky drummer 1,,Heaven (Instrumental),Funky Drummer,,,11086-funky drummer 1,318147-234409funky drummer 1,
11087,318148,234409,SAMPLES,funky drummer 1,,Kick the Ballistics,Funky Drummer,,,11087-funky drummer 1,318148-234409funky drummer 1,
11088,318149,234409,SAMPLES,funky drummer 1,,Intro,Funky Drummer,,,11088-funky drummer 1,318149-234409funky drummer 1,
11089,318150,234409,SAMPLES,funky drummer 1,,Buddha Rap,Funky Drummer,,,11089-funky drummer 1,318150-234409funky drummer 1,
11090,255820,234409,SAMPLES,funky drummer 1,,5th Ward,Funky Drummer,,,11090-funky drummer 1,255820-234409funky drummer 1,
11091,237175,234409,SAMPLES,funky drummer 1,,Fuck the KKK,Funky Drummer,,,11091-funky drummer 1,237175-234409funky drummer 1,
11092,273093,234409,SAMPLES,funky drummer 1,,Shock Dat Monkey,Funky Drummer,,,11092-funky drummer 1,273093-234409funky drummer 1,
11093,318151,234409,SAMPLES,funky drummer 1,,Drug Fits the Face,Funky Drummer,,,11093-funky drummer 1,318151-234409funky drummer 1,
11094,294852,234409,SAMPLES,funky drummer 1,,River Cubano,Funky Drummer,,,11094-funky drummer 1,294852-234409funky drummer 1,
11095,318152,234409,SAMPLES,funky drummer 1,,2001,Funky Drummer,,,11095-funky drummer 1,318152-234409funky drummer 1,
11096,284899,234409,SAMPLES,funky drummer 1,,Hiders,Funky Drummer,,,11096-funky drummer 1,284899-234409funky drummer 1,
11097,265108,234409,SAMPLES,funky drummer 1,,Removing The Fetus,Funky Drummer,,,11097-funky drummer 1,265108-234409funky drummer 1,
11098,318153,234409,SAMPLES,funky drummer 1,,Bullets Up Ya Cunt,Funky Drummer,,,11098-funky drummer 1,318153-234409funky drummer 1,
11099,318154,234409,SAMPLES,funky drummer 1,,UNBORNE ASS,Funky Drummer,,,11099-funky drummer 1,318154-234409funky drummer 1,
11100,318155,234409,SAMPLES,funky drummer 1,,Ciemna strona (Brand Nyóó Mellow Remix),Funky Drummer,,,11100-funky drummer 1,318155-234409funky drummer 1,
11101,318156,234409,SAMPLES,funky drummer 1,,WHEN MY COCK IS SWOLLEN,Funky Drummer,,,11101-funky drummer 1,318156-234409funky drummer 1,
11102,286592,234409,SAMPLES,funky drummer 1,,Lie To Kick It,Funky Drummer,,,11102-funky drummer 1,286592-234409funky drummer 1,
11103,258925,234409,SAMPLES,funky drummer 1,,Motivators,Funky Drummer,,,11103-funky drummer 1,258925-234409funky drummer 1,
11104,256902,234409,SAMPLES,funky drummer 1,,El Nivel,Funky Drummer,,,11104-funky drummer 1,256902-234409funky drummer 1,
11105,249316,234409,SAMPLES,funky drummer 1,,Mama Said Knock You Out (The Four Performance),Funky Drummer,,,11105-funky drummer 1,249316-234409funky drummer 1,
11106,318157,234409,SAMPLES,funky drummer 1,,Wise Up! Sucker (12' Youth Mix),Funky Drummer,,,11106-funky drummer 1,318157-234409funky drummer 1,
11107,300702,234409,SAMPLES,funky drummer 1,,Dance Of The Mad (7' Version),Funky Drummer,,,11107-funky drummer 1,300702-234409funky drummer 1,
11108,272191,234409,SAMPLES,funky drummer 1,,Perfect Music,Funky Drummer,,,11108-funky drummer 1,272191-234409funky drummer 1,
11109,318158,234409,SAMPLES,funky drummer 1,,Q-Ball,Funky Drummer,,,11109-funky drummer 1,318158-234409funky drummer 1,
11110,265902,234409,SAMPLES,funky drummer 1,,Jump (Super Cat Dessork Mix),Funky Drummer,,,11110-funky drummer 1,265902-234409funky drummer 1,
11111,264403,234409,SAMPLES,funky drummer 1,,Lil’ Boys in da Hood,Funky Drummer,,,11111-funky drummer 1,264403-234409funky drummer 1,
11112,318159,234409,SAMPLES,funky drummer 1,,Intro Interview,Funky Drummer,,,11112-funky drummer 1,318159-234409funky drummer 1,
11113,318160,234409,SAMPLES,funky drummer 1,,No Holds Barred,Funky Drummer,,,11113-funky drummer 1,318160-234409funky drummer 1,
11114,259134,234409,SAMPLES,funky drummer 1,,Beat Dis,Funky Drummer,,,11114-funky drummer 1,259134-234409funky drummer 1,
11115,318161,234409,SAMPLES,funky drummer 1,,Let the Words Flow,Funky Drummer,,,11115-funky drummer 1,318161-234409funky drummer 1,
11116,265826,234409,SAMPLES,funky drummer 1,,Android,Funky Drummer,,,11116-funky drummer 1,265826-234409funky drummer 1,
11117,253536,234409,SAMPLES,funky drummer 1,,You Got Me Cryin’,Funky Drummer,,,11117-funky drummer 1,253536-234409funky drummer 1,
11118,270359,234409,SAMPLES,funky drummer 1,,Big Mama,Funky Drummer,,,11118-funky drummer 1,270359-234409funky drummer 1,
11119,252271,234409,SAMPLES,funky drummer 1,,It’s Alive,Funky Drummer,,,11119-funky drummer 1,252271-234409funky drummer 1,
11120,318162,234409,SAMPLES,funky drummer 1,,Listen to the Man,Funky Drummer,,,11120-funky drummer 1,318162-234409funky drummer 1,
11121,318163,234409,SAMPLES,funky drummer 1,,Swoon Units,Funky Drummer,,,11121-funky drummer 1,318163-234409funky drummer 1,
11122,275606,234409,SAMPLES,funky drummer 1,,It’s Good To Be Here,Funky Drummer,,,11122-funky drummer 1,275606-234409funky drummer 1,
11123,318164,234409,SAMPLES,funky drummer 1,,It’s Gon’ Pop,Funky Drummer,,,11123-funky drummer 1,318164-234409funky drummer 1,
11124,318165,234409,SAMPLES,funky drummer 1,,Stuck Us With A Sucka,Funky Drummer,,,11124-funky drummer 1,318165-234409funky drummer 1,
11125,300703,234409,SAMPLES,funky drummer 1,,Dance Of The Mad Bastards,Funky Drummer,,,11125-funky drummer 1,300703-234409funky drummer 1,
11126,318166,234409,SAMPLES,funky drummer 1,,Ja to ja 2 (dokuadnie tak!),Funky Drummer,,,11126-funky drummer 1,318166-234409funky drummer 1,
11127,286568,234409,SAMPLES,funky drummer 1,,Rematch,Funky Drummer,,,11127-funky drummer 1,286568-234409funky drummer 1,
11128,318167,234409,SAMPLES,funky drummer 1,,Relax With Pep,Funky Drummer,,,11128-funky drummer 1,318167-234409funky drummer 1,
11129,286569,234409,SAMPLES,funky drummer 1,,Funky Rhyming,Funky Drummer,,,11129-funky drummer 1,286569-234409funky drummer 1,
11130,318168,234409,SAMPLES,funky drummer 1,,Ain’t It Funky,Funky Drummer,,,11130-funky drummer 1,318168-234409funky drummer 1,
11131,262887,234409,SAMPLES,funky drummer 1,,Mic Contract,Funky Drummer,,,11131-funky drummer 1,262887-234409funky drummer 1,
11132,252812,234409,SAMPLES,funky drummer 1,,Yakety Yak (Take It Back),Funky Drummer,,,11132-funky drummer 1,252812-234409funky drummer 1,
11133,236382,234409,SAMPLES,funky drummer 1,,You’re Gonna Get Yours,Funky Drummer,,,11133-funky drummer 1,236382-234409funky drummer 1,
11134,310063,234409,SAMPLES,funky drummer 1,,Punk Shit,Funky Drummer,,,11134-funky drummer 1,310063-234409funky drummer 1,
11135,254106,234409,SAMPLES,funky drummer 1,,I’m Blowin’ Up,Funky Drummer,,,11135-funky drummer 1,254106-234409funky drummer 1,
11136,266000,234409,SAMPLES,funky drummer 1,,No Deeper Meaning,Funky Drummer,,,11136-funky drummer 1,266000-234409funky drummer 1,
11137,273520,234409,SAMPLES,funky drummer 1,,Guess Who’s Back,Funky Drummer,,,11137-funky drummer 1,273520-234409funky drummer 1,
11138,318169,234409,SAMPLES,funky drummer 1,,Gems,Funky Drummer,,,11138-funky drummer 1,318169-234409funky drummer 1,
11139,265461,234409,SAMPLES,funky drummer 1,,Hardcore Composer,Funky Drummer,,,11139-funky drummer 1,265461-234409funky drummer 1,
11140,297328,234409,SAMPLES,funky drummer 1,,Can This Be Real (Remix),Funky Drummer,,,11140-funky drummer 1,297328-234409funky drummer 1,
11141,261428,234409,SAMPLES,funky drummer 1,,Angel Of Death,Funky Drummer,,,11141-funky drummer 1,261428-234409funky drummer 1,
11142,318170,234409,SAMPLES,funky drummer 1,,Bloodshed (Nigga Niles Crusty Remix),Funky Drummer,,,11142-funky drummer 1,318170-234409funky drummer 1,
11143,255967,234409,SAMPLES,funky drummer 1,,The Illest Brother,Funky Drummer,,,11143-funky drummer 1,255967-234409funky drummer 1,
11144,251790,234409,SAMPLES,funky drummer 1,,Mama Said Knock You Out,Funky Drummer,,,11144-funky drummer 1,251790-234409funky drummer 1,
11145,286261,234409,SAMPLES,funky drummer 1,,Men at Work 2020,Funky Drummer,,,11145-funky drummer 1,286261-234409funky drummer 1,
11146,286580,234409,SAMPLES,funky drummer 1,,Rico Suave,Funky Drummer,,,11146-funky drummer 1,286580-234409funky drummer 1,
11147,235831,234409,SAMPLES,funky drummer 1,,The Product,Funky Drummer,,,11147-funky drummer 1,235831-234409funky drummer 1,
11148,318171,234409,SAMPLES,funky drummer 1,,Más,Funky Drummer,,,11148-funky drummer 1,318171-234409funky drummer 1,
11149,318172,234409,SAMPLES,funky drummer 1,,Baby Love Child,Funky Drummer,,,11149-funky drummer 1,318172-234409funky drummer 1,
11150,270246,234409,SAMPLES,funky drummer 1,,The Lyrics,Funky Drummer,,,11150-funky drummer 1,270246-234409funky drummer 1,
11151,255913,234409,SAMPLES,funky drummer 1,,Check it Out,Funky Drummer,,,11151-funky drummer 1,255913-234409funky drummer 1,
11152,247157,234409,SAMPLES,funky drummer 1,,No More Lies,Funky Drummer,,,11152-funky drummer 1,247157-234409funky drummer 1,
11153,251176,234409,SAMPLES,funky drummer 1,,Get Down,Funky Drummer,,,11153-funky drummer 1,251176-234409funky drummer 1,
11154,281239,234409,SAMPLES,funky drummer 1,,"Not Now James, We’re Busy...",Funky Drummer,,,11154-funky drummer 1,281239-234409funky drummer 1,
11155,287725,234409,SAMPLES,funky drummer 1,,Radio Pollution,Funky Drummer,,,11155-funky drummer 1,287725-234409funky drummer 1,
11156,318173,234409,SAMPLES,funky drummer 1,,Knowledge is King,Funky Drummer,,,11156-funky drummer 1,318173-234409funky drummer 1,
11157,271440,234409,SAMPLES,funky drummer 1,,Here’s Looking At You,Funky Drummer,,,11157-funky drummer 1,271440-234409funky drummer 1,
11158,255895,234409,SAMPLES,funky drummer 1,,Good Judy Girlfriend,Funky Drummer,,,11158-funky drummer 1,255895-234409funky drummer 1,
11159,236361,234409,SAMPLES,funky drummer 1,,I’m Chillin’,Funky Drummer,,,11159-funky drummer 1,236361-234409funky drummer 1,
11160,318174,234409,SAMPLES,funky drummer 1,,Sally,Funky Drummer,,,11160-funky drummer 1,318174-234409funky drummer 1,
11161,318175,234409,SAMPLES,funky drummer 1,,Le loop,Funky Drummer,,,11161-funky drummer 1,318175-234409funky drummer 1,
11162,253624,234409,SAMPLES,funky drummer 1,,The Magnificent Jazzy Jeff,Funky Drummer,,,11162-funky drummer 1,253624-234409funky drummer 1,
11163,291160,234409,SAMPLES,funky drummer 1,,The Morning,Funky Drummer,,,11163-funky drummer 1,291160-234409funky drummer 1,
11164,318176,234409,SAMPLES,funky drummer 1,,Untouchable,Funky Drummer,,,11164-funky drummer 1,318176-234409funky drummer 1,
11165,237188,234409,SAMPLES,funky drummer 1,,Murder Rap,Funky Drummer,,,11165-funky drummer 1,237188-234409funky drummer 1,
11166,318177,234409,SAMPLES,funky drummer 1,,"Baby, You Nasty (New Version)",Funky Drummer,,,11166-funky drummer 1,318177-234409funky drummer 1,
11167,259699,234409,SAMPLES,funky drummer 1,,Born Killer,Funky Drummer,,,11167-funky drummer 1,259699-234409funky drummer 1,
11168,312083,234409,SAMPLES,funky drummer 1,,Piggy (Nothing Can Stop Me Now),Funky Drummer,,,11168-funky drummer 1,312083-234409funky drummer 1,
11169,238275,234409,SAMPLES,funky drummer 1,,Quiet On Tha Set,Funky Drummer,,,11169-funky drummer 1,238275-234409funky drummer 1,
11170,238278,234409,SAMPLES,funky drummer 1,,We Want Eazy,Funky Drummer,,,11170-funky drummer 1,238278-234409funky drummer 1,
11171,235892,234409,SAMPLES,funky drummer 1,,Endangered Species (Tales From The Darkside) (Remix),Funky Drummer,,,11171-funky drummer 1,235892-234409funky drummer 1,
11172,253630,234409,SAMPLES,funky drummer 1,,Oodles of O’s,Funky Drummer,,,11172-funky drummer 1,253630-234409funky drummer 1,
11173,318178,234409,SAMPLES,funky drummer 1,,The Cool,Funky Drummer,,,11173-funky drummer 1,318178-234409funky drummer 1,
11174,292175,234409,SAMPLES,funky drummer 1,,Waiting For That Day/You Can’t Always Get What You Want,Funky Drummer,,,11174-funky drummer 1,292175-234409funky drummer 1,
11175,318179,234409,SAMPLES,funky drummer 1,,Freedom! ’90,Funky Drummer,,,11175-funky drummer 1,318179-234409funky drummer 1,
11176,253854,234409,SAMPLES,funky drummer 1,,Let the Bass Go,Funky Drummer,,,11176-funky drummer 1,253854-234409funky drummer 1,
11177,271447,234409,SAMPLES,funky drummer 1,,Cartoons,Funky Drummer,,,11177-funky drummer 1,271447-234409funky drummer 1,
11178,250440,234409,SAMPLES,funky drummer 1,,Fight the Power,Funky Drummer,,,11178-funky drummer 1,250440-234409funky drummer 1,
11179,246084,234409,SAMPLES,funky drummer 1,,The Next Movement,Funky Drummer,,,11179-funky drummer 1,246084-234409funky drummer 1,
11180,235859,234409,SAMPLES,funky drummer 1,,Bring the Noise,Funky Drummer,,,11180-funky drummer 1,235859-234409funky drummer 1,
11181,243681,234409,SAMPLES,funky drummer 1,,Rebel Without a Pause,Funky Drummer,,,11181-funky drummer 1,243681-234409funky drummer 1,
11182,235146,234409,SAMPLES,funky drummer 1,,Let Me Ride,Funky Drummer,,,11182-funky drummer 1,235146-234409funky drummer 1,
11183,318180,234409,SAMPLES,funky drummer 1,,Start the Riot!,Funky Drummer,,,11183-funky drummer 1,318180-234409funky drummer 1,
11184,318181,234409,SAMPLES,funky drummer 1,,Blows to the Temple,Funky Drummer,,,11184-funky drummer 1,318181-234409funky drummer 1,
11185,318182,234409,SAMPLES,funky drummer 1,,Fastest Man Alive,Funky Drummer,,,11185-funky drummer 1,318182-234409funky drummer 1,
11186,318183,234409,SAMPLES,funky drummer 1,,Who’s Your Hero?,Funky Drummer,,,11186-funky drummer 1,318183-234409funky drummer 1,
11187,237216,234409,SAMPLES,funky drummer 1,,The Boomin’ System,Funky Drummer,,,11187-funky drummer 1,237216-234409funky drummer 1,
11188,236413,234409,SAMPLES,funky drummer 1,,Jackin’ For Beats,Funky Drummer,,,11188-funky drummer 1,236413-234409funky drummer 1,
11189,318184,234409,SAMPLES,funky drummer 1,,2 Deep,Funky Drummer,,,11189-funky drummer 1,318184-234409funky drummer 1,
11190,241722,234409,SAMPLES,funky drummer 1,,Funky Piano,Funky Drummer,,,11190-funky drummer 1,241722-234409funky drummer 1,
11191,318185,234409,SAMPLES,funky drummer 1,,What What,Funky Drummer,,,11191-funky drummer 1,318185-234409funky drummer 1,
11192,273443,234409,SAMPLES,funky drummer 1,,Cocaine in the Back of the Ride,Funky Drummer,,,11192-funky drummer 1,273443-234409funky drummer 1,
11193,256306,234409,SAMPLES,funky drummer 1,,Beats to the Rhyme,Funky Drummer,,,11193-funky drummer 1,256306-234409funky drummer 1,
11194,247522,234409,SAMPLES,funky drummer 1,,Run’s House,Funky Drummer,,,11194-funky drummer 1,247522-234409funky drummer 1,
11195,259348,234409,SAMPLES,funky drummer 1,,Let’s Go Get Stoned,Funky Drummer,,,11195-funky drummer 1,259348-234409funky drummer 1,
11196,261484,234409,SAMPLES,funky drummer 1,,The Puppet Master,Funky Drummer,,,11196-funky drummer 1,261484-234409funky drummer 1,
11197,270217,234409,SAMPLES,funky drummer 1,,Hazy Shade Of Criminal,Funky Drummer,,,11197-funky drummer 1,270217-234409funky drummer 1,
11198,318186,234409,SAMPLES,funky drummer 1,,Mind of a Lunatic (LP version),Funky Drummer,,,11198-funky drummer 1,318186-234409funky drummer 1,
11199,318187,234409,SAMPLES,funky drummer 1,,The Lesson,Funky Drummer,,,11199-funky drummer 1,318187-234409funky drummer 1,
11200,286162,234409,SAMPLES,funky drummer 1,,Nitro,Funky Drummer,,,11200-funky drummer 1,286162-234409funky drummer 1,
11201,318188,234409,SAMPLES,funky drummer 1,,Shirtsleeves,Funky Drummer,,,11201-funky drummer 1,318188-234409funky drummer 1,
11202,254618,234409,SAMPLES,funky drummer 1,,Mortal Combat,Funky Drummer,,,11202-funky drummer 1,254618-234409funky drummer 1,
11203,265554,234409,SAMPLES,funky drummer 1,,She Watch Channel Zero?!,Funky Drummer,,,11203-funky drummer 1,265554-234409funky drummer 1,
11204,239617,234409,SAMPLES,funky drummer 1,,Mind of a Lunatic,Funky Drummer,,,11204-funky drummer 1,239617-234409funky drummer 1,
11205,255446,234409,SAMPLES,funky drummer 1,,Read These Nikes,Funky Drummer,,,11205-funky drummer 1,255446-234409funky drummer 1,
11206,318189,234409,SAMPLES,funky drummer 1,,Save Me,Funky Drummer,,,11206-funky drummer 1,318189-234409funky drummer 1,
11207,264295,234409,SAMPLES,funky drummer 1,,O.G. Original Gangster,Funky Drummer,,,11207-funky drummer 1,264295-234409funky drummer 1,
11208,318190,234409,SAMPLES,funky drummer 1,,Superhuman,Funky Drummer,,,11208-funky drummer 1,318190-234409funky drummer 1,
11209,235080,234409,SAMPLES,funky drummer 1,,Detroit vs. Everybody,Funky Drummer,,,11209-funky drummer 1,235080-234409funky drummer 1,
11210,318191,234409,SAMPLES,funky drummer 1,,Kick The P.A.,Funky Drummer,,,11210-funky drummer 1,318191-234409funky drummer 1,
11211,318192,234409,SAMPLES,funky drummer 1,,Go with the Flow,Funky Drummer,,,11211-funky drummer 1,318192-234409funky drummer 1,
11212,318193,234409,SAMPLES,funky drummer 1,,I’m Not the Man I Used To Be,Funky Drummer,,,11212-funky drummer 1,318193-234409funky drummer 1,
11213,308494,234409,SAMPLES,funky drummer 1,,Do the James...,Funky Drummer,,,11213-funky drummer 1,308494-234409funky drummer 1,
11214,263763,234409,SAMPLES,funky drummer 1,,It’s A Demo,Funky Drummer,,,11214-funky drummer 1,263763-234409funky drummer 1,
11215,248775,234409,SAMPLES,funky drummer 1,,South Bronx,Funky Drummer,,,11215-funky drummer 1,248775-234409funky drummer 1,
11216,253198,234409,SAMPLES,funky drummer 1,,It’s My Beat,Funky Drummer,,,11216-funky drummer 1,253198-234409funky drummer 1,
11217,315944,234409,SAMPLES,funky drummer 1,,Scarlet Begonias,Funky Drummer,,,11217-funky drummer 1,315944-234409funky drummer 1,
11218,318194,234409,SAMPLES,funky drummer 1,,I Am Stretched on Your Grave,Funky Drummer,,,11218-funky drummer 1,318194-234409funky drummer 1,
11219,263765,234409,SAMPLES,funky drummer 1,,Sobb Story,Funky Drummer,,,11219-funky drummer 1,263765-234409funky drummer 1,
11220,254629,234409,SAMPLES,funky drummer 1,,The Devil Made Me Do It,Funky Drummer,,,11220-funky drummer 1,254629-234409funky drummer 1,
11221,269961,234409,SAMPLES,funky drummer 1,,Living Proof,Funky Drummer,,,11221-funky drummer 1,269961-234409funky drummer 1,
11222,318195,234409,SAMPLES,funky drummer 1,,RCA,Funky Drummer,,,11222-funky drummer 1,318195-234409funky drummer 1,
11223,318196,234409,SAMPLES,funky drummer 1,,Traîtres,Funky Drummer,,,11223-funky drummer 1,318196-234409funky drummer 1,
11224,261305,234409,SAMPLES,funky drummer 1,,I Like,Funky Drummer,,,11224-funky drummer 1,261305-234409funky drummer 1,
11225,271457,234409,SAMPLES,funky drummer 1,,Pump Up the Bass,Funky Drummer,,,11225-funky drummer 1,271457-234409funky drummer 1,
11226,318197,234409,SAMPLES,funky drummer 1,,My Joy,Funky Drummer,,,11226-funky drummer 1,318197-234409funky drummer 1,
11227,318198,234409,SAMPLES,funky drummer 1,,Deep Forest,Funky Drummer,,,11227-funky drummer 1,318198-234409funky drummer 1,
11228,261072,234409,SAMPLES,funky drummer 1,,Wanted,Funky Drummer,,,11228-funky drummer 1,261072-234409funky drummer 1,
